item_id,model_label,n_params_b,source_benchmark,topic,has_diagram,answer_type,d_c,question_chars,answer_chars,solution_chars,tokens_in,tokens_out,latency_s,is_correct,tokens_out_log,question_chars_log,solution_chars_log
PHYBench_143,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,432,52,4134,134.0,180.0,2.3,0,5.198497031265826,6.07073772800249,8.327242607457793
PHYBench_401,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,702,69,2545,197.0,376.0,3.94,0,5.932245187448011,6.555356891810665,7.842278779117352
PHYBench_443,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,2090,105,1978,493.0,305.0,3.07,1,5.723585101952381,7.645397699428633,7.590346945602565
PHYBench_115,DeepSeekV3,671.0,PHYBench,ADVANCED,0,formula,1,1097,161,3972,297.0,732.0,6.73,0,6.597145701886651,7.001245622069476,8.287276755814599
PHYBench_493,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,990,92,2632,250.0,525.0,5.19,0,6.26530121273771,6.898714534329988,7.87587915949631
PHYBench_69,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,2905,102,4543,764.0,882.0,8.61,1,6.78332520060396,7.974532844130228,8.421562960400987
PHYBench_65,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,818,62,3674,206.0,600.0,7.3,0,6.398594934535208,6.70808408385307,8.209308411646937
PHYBench_131,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,680,26,918,216.0,240.0,3.38,1,5.484796933490655,6.523562306149512,6.823286122355687
PHYBench_709,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,879,45,1845,244.0,482.0,5.42,0,6.180016653652572,6.779921907472252,7.520776415062797
PHYBench_423,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,643,105,3319,230.0,1024.0,9.44,0,6.932447891572509,6.467698726104354,8.107720061910534
PHYBench_36,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,914,62,3560,266.0,627.0,6.67,0,6.4425401664681985,6.818924065275521,8.177796683277778
PHYBench_333,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,477,170,1333,164.0,1024.0,9.79,0,6.932447891572509,6.169610732491456,7.195937226475569
PHYBench_50,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,820,182,3555,227.0,487.0,4.76,0,6.1903154058531475,6.710523109452428,8.176391596633795
PHYBench_221,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,3,853,403,1530,252.0,1024.0,9.21,0,6.932447891572509,6.74993119378857,7.333676395657684
PHYBench_120,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,445,54,875,143.0,1024.0,8.99,0,6.932447891572509,6.100318952020064,6.775366090936392
PHYBench_121,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,0,620,177,2348,171.0,1024.0,10.17,0,6.932447891572509,6.431331081933479,7.761744984658913
PHYBench_648,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,933,109,2373,245.0,1024.0,10.72,0,6.932447891572509,6.839476438228843,7.772331575169614
PHYBench_72,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,1076,25,1823,292.0,1024.0,9.11,0,6.932447891572509,6.981934677156389,7.508787170634276
PHYBench_603,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1547,59,605,353.0,329.0,2.94,1,5.799092654460526,7.344719054149673,6.406879986069314
PHYBench_670,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,1504,60,1434,383.0,763.0,5.86,1,6.638567789166521,7.316548177182976,7.268920128193722
PHYBench_140,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,372,24,834,121.0,1024.0,12.62,1,6.932447891572509,5.921578419643816,6.727431724850855
PHYBench_653,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,1030,41,2291,262.0,692.0,8.39,0,6.541029999189903,6.93828448401696,7.73718007783463
PHYBench_719,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,1,919,42,2013,272.0,1024.0,7.07,1,6.932447891572509,6.824373670043086,7.607878073278507
PHYBench_211,DeepSeekV3,671.0,PHYBench,MODERN,0,formula,0,691,39,3330,236.0,957.0,8.63,0,6.86484777797086,6.539585955617669,8.11102783819368
PHYBench_139,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,0,506,69,1236,161.0,269.0,3.2,0,5.598421958998375,6.2285110035911835,7.1204443723924875
PHYBench_106,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,685,35,641,189.0,904.0,9.03,0,6.807934943699926,6.530877627725885,6.464588303689961
PHYBench_58,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1656,37,3243,535.0,1024.0,8.31,0,6.932447891572509,7.4127640174265625,8.084562415235304
PHYBench_412,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,0,1549,302,1064,390.0,1024.0,9.12,0,6.932447891572509,7.346010209913293,6.970730078143525
PHYBench_43,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,1,703,439,2096,211.0,1024.0,10.34,0,6.932447891572509,6.556778356158042,7.64826303090192
PHYBench_117,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,2,919,49,1872,264.0,644.0,7.22,0,6.4692503167957724,6.824373670043086,7.5352967024440884
PHYBench_42,DeepSeekV3,671.0,PHYBench,OPTICS,0,formula,2,428,60,1527,138.0,859.0,7.11,0,6.756932389247553,6.061456918928017,7.331714969726466
PHYBench_45,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,2,1132,107,1701,375.0,1024.0,8.46,0,6.932447891572509,7.0326242610280065,7.43955930913332
PHYBench_37,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,3,1203,29,2151,332.0,1024.0,11.17,0,6.932447891572509,7.093404625868766,7.674152921281675
PHYBench_654,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,1329,114,1869,336.0,1024.0,10.76,0,6.932447891572509,7.1929342212158,7.533693709848633
PHYBench_244,DeepSeekV3,671.0,PHYBench,THERMODYNAMICS,0,formula,0,445,26,413,149.0,1024.0,8.02,0,6.932447891572509,6.100318952020064,6.025865973825314
PHYBench_25,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,4,449,21,777,148.0,1024.0,10.13,0,6.932447891572509,6.1092475827643655,6.656726524178391
PHYBench_100,DeepSeekV3,671.0,PHYBench,MECHANICS,0,formula,1,966,37,4601,241.0,1024.0,10.42,0,6.932447891572509,6.874198495453294,8.434246270595311
PHYBench_89,DeepSeekV3,671.0,PHYBench,ELECTRICITY,0,formula,2,2220,386,5621,538.0,471.0,7.29,0,6.156978985585555,7.7057128238944275,8.634442751466477
OlympiadBench_802,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,651,8,476,196.0,290.0,2.81,1,5.673323267171493,6.480044561926653,6.1675164908883415
OlympiadBench_803,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,733,18,508,257.0,637.0,4.74,0,6.45833828334479,6.598509028614515,6.2324480165505225
OlympiadBench_806,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,637,20,1315,191.0,276.0,2.89,0,5.6240175061873385,6.45833828334479,7.182352111885263
OlympiadBench_807,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,724,4,561,224.0,494.0,4.12,0,6.20455776256869,6.586171654854675,6.331501849893691
OlympiadBench_808,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,849,7,346,246.0,506.0,5.0,1,6.2285110035911835,6.745236349484363,5.849324779946859
OlympiadBench_810,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,1168,4,606,354.0,414.0,3.84,1,6.028278520230698,7.063903961472068,6.408528791059498
OlympiadBench_811,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,823,6,390,240.0,471.0,4.87,1,6.156978985585555,6.714170529909472,5.968707559985366
OlympiadBench_812,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,812,2,1093,207.0,976.0,8.47,1,6.884486652042782,6.70073110954781,6.9975959829819265
OlympiadBench_813,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,604,5,618,205.0,1024.0,8.81,0,6.932447891572509,6.405228458030842,6.428105272684596
OlympiadBench_814,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,483,5,558,148.0,151.0,3.24,1,5.0238805208462765,6.182084906716632,6.326149473155099
OlympiadBench_816,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,535,4,321,165.0,126.0,2.07,0,4.844187086458591,6.284134161070802,5.7745515455444085
OlympiadBench_817,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,604,3,829,194.0,750.0,6.21,1,6.621405651764134,6.405228458030842,6.721425700790643
OlympiadBench_819,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,1323,5,423,463.0,203.0,1.92,1,5.318119993844216,7.188412736496954,6.049733455231958
OlympiadBench_821,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,254,6,597,103.0,465.0,4.43,1,6.144185634125646,5.541263545158426,6.393590753950631
OlympiadBench_823,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,993,1,500,304.0,1024.0,9.02,0,6.932447891572509,6.901737206656574,6.2166061010848646
OlympiadBench_826,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,1531,7,1350,383.0,926.0,7.77,0,6.831953565565855,7.3343293503005365,7.208600337960199
OlympiadBench_828,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,1335,4,1885,367.0,498.0,5.56,0,6.212606095751519,7.197435354096591,7.542213463193403
OlympiadBench_835,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,524,6,1779,173.0,1024.0,8.97,0,6.932447891572509,6.263398262591624,7.484368643286131
OlympiadBench_836,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,422,5,2469,145.0,1024.0,9.67,0,6.932447891572509,6.0473721790462776,7.8119734296220225
OlympiadBench_837,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,874,7,1071,258.0,692.0,7.71,0,6.541029999189903,6.774223886357614,6.977281341630747
OlympiadBench_840,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,526,8,3107,158.0,782.0,10.63,1,6.663132695990803,6.267200548541362,8.041734711487537
OlympiadBench_842,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,729,5,3147,235.0,453.0,4.13,0,6.118097198041348,6.593044534142437,8.054522609537294
OlympiadBench_844,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,212,1,571,88.0,394.0,4.82,0,5.978885764901122,5.3612921657094255,6.349138991379798
OlympiadBench_847,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,637,20,621,199.0,1024.0,7.64,0,6.932447891572509,6.45833828334479,6.432940092739179
OlympiadBench_849,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1147,7,1261,326.0,1024.0,9.76,0,6.932447891572509,7.045776576879511,7.140453043101158
OlympiadBench_851,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,480,4,2511,169.0,434.0,4.59,1,6.075346031088684,6.175867270105761,7.828834527588089
OlympiadBench_853,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,684,6,579,209.0,328.0,3.86,0,5.796057750765372,6.529418838262226,6.363028103540465
OlympiadBench_856,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,367,5,1875,155.0,1024.0,11.13,0,6.932447891572509,5.908082938168931,7.53689712956617
OlympiadBench_860,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,410,6,1324,147.0,1024.0,8.56,0,6.932447891572509,6.018593214496234,7.1891677384203225
OlympiadBench_861,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,418,21,1290,150.0,451.0,5.83,0,6.113682179832232,6.037870919922137,7.1631723908466425
OlympiadBench_863,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,437,4,1050,148.0,453.0,4.09,0,6.118097198041348,6.082218910376446,6.957497370876951
OlympiadBench_865,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,602,6,1736,224.0,834.0,7.59,0,6.727431724850855,6.401917196727186,7.459914766241105
OlympiadBench_866,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,528,20,1964,190.0,769.0,6.79,0,6.646390514847729,6.270988431858299,7.583247524303362
OlympiadBench_868,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,638,7,2516,185.0,441.0,5.07,0,6.091309882077698,6.459904454377535,7.830822995135316
OlympiadBench_869,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,667,23,1422,222.0,608.0,5.45,1,6.411818267709897,6.504288173536645,7.260522598089852
OlympiadBench_870,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,1423,2,2028,375.0,943.0,10.2,0,6.8501261661455,7.261225091971921,7.615298339825815
OlympiadBench_871,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,566,21,2912,213.0,1024.0,9.5,0,6.932447891572509,6.340359303727752,7.976938756959434
OlympiadBench_872,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,671,5,1901,248.0,356.0,3.61,1,5.877735781779639,6.51025834052315,7.550661243105336
OlympiadBench_873,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,363,1,242,137.0,159.0,1.91,1,5.075173815233827,5.8971538676367405,5.493061443340548
OlympiadBench_876,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,824,2,328,259.0,382.0,4.06,0,5.948034989180646,6.715383386334681,5.796057750765372
OlympiadBench_877,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,676,4,595,215.0,256.0,2.86,0,5.54907608489522,6.517671272912275,6.39024066706535
OlympiadBench_878,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,319,28,1471,105.0,271.0,3.25,0,5.605802066295998,5.768320995793772,7.294377299288821
OlympiadBench_881,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,2525,2,631,744.0,825.0,6.18,0,6.716594773520978,7.8343923029104365,6.448889394146858
OlympiadBench_883,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,977,7,442,277.0,1024.0,9.09,0,6.932447891572509,6.885509670034818,6.093569770045136
OlympiadBench_884,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,397,21,660,145.0,349.0,3.93,1,5.857933154483459,5.986452005284438,6.493753839851686
OlympiadBench_885,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,1097,7,924,329.0,685.0,6.98,0,6.530877627725885,7.001245622069476,6.829793737512425
OlympiadBench_888,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1135,6,1842,296.0,547.0,6.13,0,6.306275286948016,7.035268599281097,7.519149957669823
OlympiadBench_890,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,358,3,2637,143.0,470.0,6.27,0,6.154858094016418,5.883322388488279,7.87777633327726
OlympiadBench_891,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,451,39,931,162.0,636.0,6.26,0,6.456769655572163,6.113682179832232,6.837332814685591
OlympiadBench_893,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,697,7,1170,224.0,845.0,10.72,0,6.740519359606223,6.548219102762372,7.065613363597717
OlympiadBench_894,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,527,8,2710,174.0,1024.0,8.79,0,6.932447891572509,6.269096283706261,7.905072849498666
OlympiadBench_897,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,614,7,2413,199.0,644.0,6.64,0,6.4692503167957724,6.421622267806518,7.789040401657477
OlympiadBench_898,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,948,8,2921,291.0,672.0,5.82,1,6.511745329644728,6.855408798609928,7.980023592310645
OlympiadBench_899,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,2,1197,3,1124,423.0,1024.0,10.47,0,6.932447891572509,7.088408778675395,7.025538314638521
OlympiadBench_900,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,617,6,3696,194.0,1024.0,10.82,0,6.932447891572509,6.42648845745769,8.215276958936633
OlympiadBench_901,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,338,22,1827,134.0,310.0,4.16,0,5.739792912179234,5.82600010738045,7.510977752014095
OlympiadBench_902,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,650,13,1560,207.0,1024.0,8.65,0,6.932447891572509,6.478509642208569,7.353081920515432
OlympiadBench_903,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,1250,1,400,315.0,550.0,5.29,1,6.311734809152915,7.1316985104669115,5.993961427306569
OlympiadBench_905,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,422,6,747,149.0,382.0,3.59,1,5.948034989180646,6.0473721790462776,6.617402977974478
OlympiadBench_907,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,918,6,1173,275.0,1024.0,8.42,0,6.932447891572509,6.823286122355687,7.068172000388042
OlympiadBench_908,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,523,21,4324,184.0,279.0,3.19,0,5.634789603169249,6.261491684321042,8.37216741936598
OlympiadBench_909,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,655,2,2560,238.0,1024.0,8.3,0,6.932447891572509,6.486160788944089,7.848153086199526
OlympiadBench_910,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,3,900,21,1056,262.0,1024.0,9.37,0,6.932447891572509,6.803505257608338,6.963189985870238
OlympiadBench_911,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,855,3,938,226.0,1024.0,11.32,0,6.932447891572509,6.752270376141742,6.844815479208263
OlympiadBench_912,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,293,6,2006,115.0,1024.0,9.49,0,6.932447891572509,5.683579767338681,7.604396348796338
OlympiadBench_915,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,473,6,1164,179.0,337.0,5.4,0,5.823045895483019,6.161207321695077,7.060476365999801
OlympiadBench_917,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,659,7,1226,198.0,1024.0,10.72,0,6.932447891572509,6.492239835020471,7.112327444710911
OlympiadBench_918,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,484,25,5454,177.0,1024.0,11.32,0,6.932447891572509,6.184148890937483,8.604287898267172
OlympiadBench_919,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,570,7,1106,185.0,1024.0,7.72,0,6.932447891572509,6.3473892096560105,7.009408932708637
OlympiadBench_922,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1338,6,685,348.0,1024.0,12.94,0,6.932447891572509,7.199678345691172,6.530877627725885
OlympiadBench_923,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,1039,90,1353,261.0,939.0,8.19,0,6.84587987526405,6.946975992135418,7.21081845347222
OlympiadBench_926,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,515,3,909,186.0,990.0,8.94,0,6.898714534329988,6.246106765481563,6.813444599510896
OlympiadBench_928,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,898,8,1700,251.0,485.0,4.39,0,6.186208623900494,6.80128303447162,7.438971592395862
OlympiadBench_929,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,595,22,2459,182.0,579.0,5.69,0,6.363028103540465,6.39024066706535,7.807916628926408
OlympiadBench_936,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,101,2,606,67.0,152.0,1.76,0,5.030437921392435,4.624972813284271,6.408528791059498
OlympiadBench_939,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,181,18,332,90.0,227.0,2.05,0,5.429345628954441,5.204006687076795,5.808142489980444
OlympiadBench_940,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,378,61,367,138.0,311.0,3.64,0,5.7430031878094825,5.937536205082426,5.908082938168931
OlympiadBench_941,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,475,19,317,177.0,190.0,1.94,1,5.25227342804663,6.16541785423142,5.762051382780177
OlympiadBench_942,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,329,32,213,131.0,275.0,2.53,1,5.62040086571715,5.799092654460526,5.365976015021851
OlympiadBench_944,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,818,103,695,249.0,304.0,2.67,1,5.720311776607412,6.70808408385307,6.54534966033442
OlympiadBench_947,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,612,44,1410,175.0,139.0,1.83,1,4.941642422609304,6.418364935936212,7.252053951852814
OlympiadBench_949,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,67,93,136,58.0,241.0,3.22,0,5.488937726156687,4.219507705176107,4.919980925828125
OlympiadBench_954,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,47,15,793,56.0,130.0,1.54,0,4.875197323201151,3.871201010907891,6.677083461247136
OlympiadBench_955,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,81,9,1419,61.0,667.0,4.79,0,6.504288173536645,4.406719247264253,7.258412150595307
OlympiadBench_956,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,281,76,937,116.0,349.0,4.37,0,5.857933154483459,5.641907070938114,6.843749949006225
OlympiadBench_957,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,81,79,1024,70.0,386.0,5.06,0,5.958424693029782,4.406719247264253,6.932447891572509
OlympiadBench_972,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,65,89,504,56.0,303.0,3.59,0,5.717027701406222,4.189654742026425,6.22455842927536
OlympiadBench_973,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,928,106,538,326.0,920.0,8.73,1,6.825460036255307,6.834108738813838,6.289715570908998
OlympiadBench_974,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,70,157,969,57.0,397.0,3.7,0,5.986452005284438,4.2626798770413155,6.877296071497429
OlympiadBench_982,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,541,45,452,181.0,211.0,2.5,1,5.356586274672012,6.295266001439646,6.115892125483034
OlympiadBench_984,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,77,228,942,63.0,148.0,2.26,0,5.003946305945459,4.356708826689592,6.849066282633458
OlympiadBench_985,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,53,34,112,65.0,194.0,2.32,0,5.272999558563747,3.9889840465642745,4.727387818712341
OlympiadBench_986,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,191,109,144,108.0,180.0,1.82,0,5.198497031265826,5.2574953720277815,4.976733742420574
OlympiadBench_987,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,2,282,173,438,120.0,652.0,6.46,1,6.481577129276431,5.645446897643238,6.0844994130751715
OlympiadBench_988,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,191,120,434,124.0,365.0,3.33,0,5.902633333401366,5.2574953720277815,6.075346031088684
OlympiadBench_989,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,77,12,623,64.0,242.0,3.4,0,5.493061443340548,4.356708826689592,6.436150368369428
OlympiadBench_1006,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,130,20,2192,81.0,355.0,3.88,0,5.87493073085203,4.875197323201151,7.693025748417888
OlympiadBench_1012,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,99,32,734,86.0,242.0,3.29,0,5.493061443340548,4.605170185988092,6.5998704992128365
OlympiadBench_1013,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,188,6,284,124.0,291.0,2.69,0,5.676753802268282,5.241747015059643,5.652489180268651
OlympiadBench_1014,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,1,295,5,1027,144.0,677.0,8.8,0,6.519147287940395,5.69035945432406,6.93537044601511
OlympiadBench_1015,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,451,126,898,156.0,675.0,7.82,0,6.516193076042964,6.113682179832232,6.80128303447162
OlympiadBench_1016,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,109,6,62,85.0,420.0,4.61,0,6.042632833682381,4.700480365792417,4.143134726391533
OlympiadBench_1017,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,217,130,2201,103.0,1024.0,9.79,0,6.932447891572509,5.384495062789089,7.697121317282625
OlympiadBench_1018,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,271,58,574,135.0,1024.0,9.62,0,6.932447891572509,5.605802066295998,6.354370040797351
OlympiadBench_1050,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,161,35,376,85.0,115.0,1.37,1,4.7535901911063645,5.087596335232384,5.932245187448011
OlympiadBench_1051,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,81,37,456,74.0,248.0,3.3,0,5.517452896464707,4.406719247264253,6.124683390894205
OlympiadBench_1052,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,341,38,268,114.0,148.0,1.77,0,5.003946305945459,5.834810737062605,5.594711379601839
OlympiadBench_1053,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,283,95,313,113.0,165.0,2.52,0,5.111987788356544,5.648974238161206,5.749392985908253
OlympiadBench_1054,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,227,70,219,94.0,270.0,2.88,0,5.602118820879701,5.429345628954441,5.393627546352362
OlympiadBench_1060,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,142,21,215,79.0,438.0,3.72,0,6.0844994130751715,4.962844630259907,5.375278407684165
OlympiadBench_1061,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,246,120,750,113.0,627.0,5.33,0,6.4425401664681985,5.5093883366279774,6.621405651764134
OlympiadBench_1062,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,250,134,204,113.0,497.0,5.75,0,6.210600077024653,5.5254529391317835,5.3230099791384085
OlympiadBench_1063,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,312,194,906,144.0,512.0,3.87,0,6.240275845170769,5.746203190540153,6.810142450115136
OlympiadBench_1064,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,83,101,153,67.0,264.0,3.4,0,5.579729825986222,4.430816798843313,5.0369526024136295
OlympiadBench_1065,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,285,17,747,130.0,200.0,3.21,0,5.303304908059076,5.655991810819852,6.617402977974478
OlympiadBench_1066,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,231,31,735,116.0,323.0,3.98,0,5.780743515792329,5.44673737166631,6.601230118728877
OlympiadBench_1067,DeepSeekV3,671.0,OlympiadBench,Physics,0,numeric,0,164,5,254,91.0,141.0,2.49,0,4.955827057601261,5.10594547390058,5.541263545158426
OlympiadBench_1068,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,194,55,498,93.0,421.0,3.82,1,6.045005314036012,5.272999558563747,6.212606095751519
OlympiadBench_1069,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,228,20,187,93.0,448.0,4.37,0,6.1070228877422545,5.43372200355424,5.236441962829949
OlympiadBench_1070,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,306,20,403,126.0,401.0,3.88,1,5.996452088619021,5.726847747587197,6.0014148779611505
